id,required_skills,candidate_skills,degree,years_experience,overlap,fit,probability,missing_skills
FIT0125,"Airflow, GCP, Kubernetes, NumPy, Power BI, Python, REST, SQL","Azure, Django, GraphQL, Python, Tableau, TensorFlow",Bachelors,8.6,1.0,1.0,0.508,"Airflow, GCP, Kubernetes, NumPy, Power BI, REST, SQL"
FIT0126,"AWS, Azure, CI/CD, GraphQL, Kubernetes, Python, R, SQL","CI/CD, Django, Docker, GCP, Git, Java, JavaScript, Pandas, PyTorch, Spark",Bachelors,4.0,,1.0,0.37,"AWS, Azure, GraphQL, Kubernetes, Python, R, SQL"
FIT0127,"Azure, Excel, Flask, GraphQL, Hadoop, Kubernetes, Node.js, Pandas","ETL, Flask, Hadoop, JavaScript, React, SQL, Tableau, TypeScript",PhD,5.2,2.0,0.0,0.566,"Azure, Excel, GraphQL, Kubernetes, Node.js, Pandas"
FIT0128,"AWS, GCP, Hadoop, Linux, Scikit-learn","AWS, Flask, Linux, Python",Masters,2.8,2.0,0.0,0.494,"GCP, Hadoop, Scikit-learn"
FIT0129,"GCP, Git, GraphQL, JavaScript, Kubernetes, NumPy, React, TypeScript","AWS, CI/CD, Hadoop, Linux, NumPy, PyTorch, Spark, Tableau",Masters,2.5,1.0,1.0,0.385,"GCP, Git, GraphQL, JavaScript, Kubernetes, React, TypeScript"
fit0130,"ci/cd, etl, excel, kubernetes, python, r, rest, tensorflow","aws, excel, graphql, hadoop, linux, pandas, react, scikit-learn",bachelors,4.6,1.0,1.0,0.388,"ci/cd, etl, kubernetes, python, r, rest, tensorflow"
FIT0131,"AWS, Airflow, Excel, Java, JavaScript, Linux, REST","AWS, ETL, GraphQL, JavaScript, Node.js, Pandas, SQL, Spark, TensorFlow",Masters,2.7,2.0,0.0,0.491,"Airflow, Excel, Java, Linux, REST"
FIT0132,"CI/CD, Django, ETL, Excel, GCP, Scikit-learn, Tableau","Excel, GCP, Hadoop, Java, JavaScript, Pandas",Bachelors,5.4,2.0,0.0,0.512,"CI/CD, Django, ETL, Scikit-learn, Tableau"
FIT0133,"Django, ETL, Flask, GraphQL, Node.js, Power BI, PyTorch, R","Airflow, Git, Kubernetes, Pandas, Power BI, PyTorch, REST, SQL, Scikit-learn, Spark",Masters,3.3,2.0,0.0,0.509,"Django, ETL, Flask, GraphQL, Node.js, R"
FIT0134,"AWS, Docker, Excel, Flask, Git, Linux, REST, Scikit-learn","Azure, Git, GraphQL, Java, JavaScript, Power BI, R, React, Tableau, TensorFlow",Bachelors,2.3,1.0,0.0,0.319,"AWS, Docker, Excel, Flask, Linux, REST, Scikit-learn"
FIT0135,"Airflow, Azure, Django, Git, Node.js, SQL, Scikit-learn","CI/CD, Django, ETL, GCP, JavaScript, Node.js, Power BI, React, Spark",Masters,8.3,2.0,0.0,0.659,"Airflow, Azure, Git, SQL, Scikit-learn"
FIT0136,"AWS, ETL, Kubernetes, R, TypeScript","GCP, Linux, R, REST, SQL, Tableau",Bachelors,5.8,1.0,1.0,0.424,"AWS, ETL, Kubernetes, TypeScript"
FIT0137,"Docker, Flask, Git, NumPy, Power BI, SQL, TensorFlow","CI/CD, Docker, PyTorch, Python, R, SQL",Bachelors,1.8,2.0,0.0,0.404,"Flask, Git, NumPy, Power BI, TensorFlow"
,"Airflow, ETL, Excel, GCP, JavaScript, React","Pandas, Python, R, React, TensorFlow, TypeScript",Masters,1.7,1.0,1.0,0.361,"Airflow, ETL, Excel, GCP, JavaScript"
FIT0139,"CI/CD, Excel, Flask, GCP, PyTorch, Tableau, TensorFlow","GCP, Linux, NumPy, PyTorch, SQL",Masters,2.1,2.0,0.0,0.473,"CI/CD, Excel, Flask, Tableau, TensorFlow"
FIT0140,"Git, Linux, Node.js, PyTorch, SQL, Scikit-learn, Tableau","CI/CD, Excel, Flask, GCP, Java, Node.js, NumPy, Pandas, PyTorch",Bachelors,4.3,2.0,1.0,0.479,"Git, Linux, SQL, Scikit-learn, Tableau"
FIT0141,"Django, GCP, Git, GraphQL, Java, Node.js, Tableau, TypeScript","Azure, Django, Excel, Flask, Hadoop, JavaScript, Linux, Spark, Tableau, TensorFlow",Bachelors,1.9,,0.0,0.407,"GCP, Git, GraphQL, Java, Node.js, TypeScript"
FIT0142,"Django, Excel, GraphQL, Node.js, Pandas, REST, Scikit-learn","Docker, GCP, Node.js, Pandas, Power BI",Masters,3.7,2.0,0.0,0.521,"Django, Excel, GraphQL, REST, Scikit-learn"
FIT0143,"Airflow, Azure, Power BI, R, REST, SQL, Spark","Hadoop, Linux, Tableau, TensorFlow",Bachelors,3.2,0.0,1.0,0.246,"Airflow, Azure, Power BI, R, REST, SQL, Spark"
FIT0144,"CI/CD, Docker, GCP, Git, Hadoop, JavaScript, Kubernetes, Tableau","Excel, NumPy, Power BI, PyTorch, R",Bachelors,1.5,0.0,0.0,0.195,"CI/CD, Docker, GCP, Git, Hadoop, JavaScript, Kubernetes, Tableau"
FIT0145,"Airflow, Kubernetes, Linux, Pandas, Power BI, R, Spark, TypeScript","AWS, Azure, ETL, JavaScript, Power BI, Scikit-learn, TypeScript",Bachelors,3.3,2.0,0.0,0.449,"Airflow, Kubernetes, Linux, Pandas, R, Spark"
FIT0146,"Azure, CI/CD, Hadoop, Java, JavaScript, NumPy, Power BI, TensorFlow","AWS, Hadoop, Java, Pandas, R, REST, React, Scikit-learn, Spark",Bachelors,2.4,2.0,0.0,0.422,"Azure, CI/CD, JavaScript, NumPy, Power BI, TensorFlow"
FIT0147,"Docker, Excel, Flask, Git, Scikit-learn, Tableau","Docker, Flask, GCP, GraphQL, JavaScript, NumPy, Python, REST, Scikit-learn",Bachelors,4.1,3.0,0.0,0.573,
FIT0148,"Airflow, CI/CD, GraphQL, Hadoop, Kubernetes, Node.js, TypeScript","Excel, Git, GraphQL, JavaScript, Linux, PyTorch, REST, Spark, TypeScript",PhD,5.0,2.0,1.0,0.56,"Airflow, CI/CD, Hadoop, Kubernetes, Node.js"
FIT0149,"CI/CD, Docker, ETL, Hadoop, Kubernetes, TypeScript","Azure, Flask, Java, JavaScript, Pandas, TensorFlow, TypeScript",Bachelors,6.8,1.0,1.0,0.454,"CI/CD, Docker, ETL, Hadoop, Kubernetes"
FIT0150,"Docker, GraphQL, Java, Kubernetes, SQL, Tableau","Azure, Docker, Excel, GraphQL, Kubernetes, Linux, PyTorch, R, Spark, TensorFlow",PhD,4.9,3.0,1.0,0.657,"Java, SQL, Tableau"
FIT0151,"CI/CD, Django, Git, JavaScript, React, TensorFlow","AWS, Azure, ETL, GraphQL, Linux, PyTorch, REST, SQL, Spark",Bachelors,7.0,0.0,0.0,0.36,"CI/CD, Django, Git, JavaScript, React, TensorFlow"
FIT0152,"Airflow, ETL, JavaScript, REST, SQL","ETL, Git, Node.js, Python",Bachelors,4.1,1.0,0.0,0.373,"Airflow, JavaScript, REST, SQL"
FIT0153,"AWS, Docker, Excel, GraphQL, Node.js, REST, TensorFlow","Azure, Flask, Java, Kubernetes, Scikit-learn, TensorFlow",,2.9,1.0,0.0,0.397,"AWS, Docker, Excel, GraphQL, Node.js, REST"
FIT0154,"Azure, Excel, GCP, Git, Linux, Node.js, Power BI, PyTorch","Airflow, Excel, GCP, Git, Linux, NumPy, Tableau, TensorFlow",Bachelors,6.9,,1.0,0.757,"Azure, Node.js, Power BI, PyTorch"
FIT0155,"Flask, GCP, Java, JavaScript, NumPy, Pandas, Python, REST","GCP, Git, Linux, NumPy, Power BI, R, Spark, TypeScript",PhD,2.2,2.0,1.0,0.476,"Flask, Java, JavaScript, Pandas, Python, REST"
FIT0156,"Azure, Power BI, Python, Scikit-learn, TypeScript","AWS, Docker, ETL, Flask, Java, Pandas, SQL, Tableau, TensorFlow, TypeScript",Bachelors,7.1,1.0,0.0,0.463,"Azure, Power BI, Python, Scikit-learn"
FIT0157,"AWS, Flask, Hadoop, Pandas, PyTorch, R, Tableau","Airflow, CI/CD, Django, Java, JavaScript, Kubernetes, Node.js, PyTorch, Spark, TypeScript",PhD,4.9,1.0,1.0,0.457,"AWS, Flask, Hadoop, Pandas, R, Tableau"
FIT0158,"CI/CD, Excel, Flask, Java, Node.js, Pandas, React, TypeScript","Azure, Django, Docker, ETL, Flask, GCP, PyTorch, React, SQL",Masters,4.9,2.0,1.0,0.557,"CI/CD, Excel, Java, Node.js, Pandas, TypeScript"
FIT0159,"Excel, Java, NumPy, Power BI, React, Scikit-learn, Spark","Excel, Flask, GCP, Git, REST, SQL",Masters,3.0,1.0,1.0,0.4,"Java, NumPy, Power BI, React, Scikit-learn, Spark"
fit0160,"airflow, django, docker, hadoop, javascript, linux, numpy, power bi","javascript, linux, node.js, numpy, react, tensorflow",bachelors,1.6,3.0,1.0,0.498,"airflow, django, docker, hadoop, power bi"
FIT0161,"Django, Docker, R, React, SQL","AWS, CI/CD, GraphQL, JavaScript, Power BI, PyTorch, SQL",Bachelors,2.3,1.0,0.0,0.319,"Django, Docker, R, React"
FIT0162,"Airflow, ETL, GCP, R, TensorFlow","Airflow, Excel, Git, Java, JavaScript, Linux, React, Spark",Masters,5.4,1.0,1.0,0.472,"ETL, GCP, R, TensorFlow"
FIT0163,"Airflow, Django, Docker, GCP, Git, Hadoop, Node.js, Power BI","GCP, Git, Java, NumPy, Python, TypeScript",Masters,3.5,2.0,0.0,0.515,"Airflow, Django, Docker, Hadoop, Node.js, Power BI"
FIT0164,,"Django, Docker, GCP, Java, JavaScript, NumPy, PyTorch, REST, Spark",Bachelors,5.2,2.0,1.0,0.506,"CI/CD, GraphQL, TypeScript"
FIT0165,"Azure, CI/CD, JavaScript, Node.js, Pandas, REST, Tableau","Azure, Excel, Node.js, NumPy, Pandas, Power BI, PyTorch, Scikit-learn, Spark",Bachelors,1.8,3.0,0.0,0.504,"CI/CD, JavaScript, REST, Tableau"
FIT0166,"CI/CD, Docker, ETL, Excel, Power BI, Python, Spark, TypeScript","ETL, Excel, Git, Hadoop, Kubernetes, Pandas, Python, Tableau, TypeScript",Masters,2.3,4.0,0.0,0.679,"CI/CD, Docker, Power BI, Spark"
,"Airflow, JavaScript, NumPy, Pandas, Python","AWS, Airflow, Flask, Hadoop, Java, JavaScript, NumPy, React, SQL, TensorFlow",Masters,4.8,3.0,0.0,0.654,"Pandas, Python"
FIT0168,"Azure, Hadoop, NumPy, Scikit-learn, TensorFlow","Airflow, Docker, Excel, Java, Kubernetes, Power BI",Masters,6.1,0.0,0.0,0.393,"Azure, Hadoop, NumPy, Scikit-learn, TensorFlow"
FIT0169,"Docker, Git, Kubernetes, Node.js, Python, Tableau, TypeScript","CI/CD, Docker, GCP, Hadoop, Kubernetes, Linux, NumPy, Pandas, React, TypeScript",Bachelors,5.7,3.0,1.0,0.621,"Git, Node.js, Python, Tableau"
FIT0170,"AWS, Flask, NumPy, SQL, Scikit-learn, Spark","Airflow, CI/CD, GCP, GraphQL, Hadoop, Python, Spark, Tableau, TensorFlow",Masters,1.6,1.0,0.0,0.358,"AWS, Flask, NumPy, SQL, Scikit-learn"
FIT0171,"AWS, CI/CD, Docker, ETL, GCP, JavaScript, Kubernetes, Python","Django, Docker, GraphQL, TensorFlow",Masters,1.8,1.0,0.0,0.364,"AWS, CI/CD, ETL, GCP, JavaScript, Kubernetes, Python"
FIT0172,"Docker, GraphQL, JavaScript, Pandas, PyTorch, Python, Scikit-learn, Tableau","Airflow, Azure, Django, ETL, Git, Hadoop, Kubernetes, Node.js, PyTorch",Bachelors,4.8,1.0,0.0,,"Docker, GraphQL, JavaScript, Pandas, Python, Scikit-learn, Tableau"
FIT0173,"AWS, Excel, JavaScript, Kubernetes, PyTorch, REST, Spark, TensorFlow","ETL, Python, React, TypeScript",Bachelors,4.0,0.0,0.0,0.27,"AWS, Excel, JavaScript, Kubernetes, PyTorch, REST, Spark, TensorFlow"
FIT0174,"CI/CD, Django, Linux, PyTorch, Python, Spark","Airflow, Excel, Git, JavaScript, React, Tableau, TensorFlow",Bachelors,5.0,0.0,0.0,0.3,"CI/CD, Django, Linux, PyTorch, Python, Spark"
FIT0175,"Flask, GCP, Pandas, PyTorch, React, Spark","AWS, Linux, Pandas, Power BI, SQL",Bachelors,3.7,1.0,0.0,0.361,"Flask, GCP, PyTorch, React, Spark"
FIT0176,"Airflow, Linux, React, TensorFlow, TypeScript","Django, ETL, Flask, GCP, Java, Python, TensorFlow",PhD,0.3,1.0,0.0,0.319,"Airflow, Linux, React, TypeScript"
FIT0177,"Airflow, Hadoop, JavaScript, Kubernetes, PyTorch, Scikit-learn, TypeScript","AWS, Airflow, Azure, Docker, Git, Linux, Python, Tableau, TypeScript",Masters,3.5,2.0,1.0,0.515,"Hadoop, JavaScript, Kubernetes, PyTorch, Scikit-learn"
FIT0178,"Django, Excel, GraphQL, Pandas, TensorFlow","AWS, Azure, Java, Pandas, Python, REST",Bachelors,5.8,1.0,1.0,0.424,"Django, Excel, GraphQL, TensorFlow"
fit0179,"aws, django, docker, rest, scikit-learn, typescript","airflow, azure, flask, numpy, rest, sql, spark, tensorflow",phd,1.4,1.0,0.0,0.352,"aws, django, docker, scikit-learn, typescript"
FIT0180,"AWS, Django, Kubernetes, Node.js, NumPy","CI/CD, ETL, Java, JavaScript, Python, SQL",PhD,0.0,0.0,0.0,0.21,"AWS, Django, Kubernetes, Node.js, NumPy"
FIT0181,"Docker, GCP, GraphQL, PyTorch, Spark","Airflow, Django, GraphQL, Node.js, NumPy, Pandas, Python, R, TensorFlow",Bachelors,4.5,1.0,0.0,0.385,"Docker, GCP, PyTorch, Spark"
FIT0182,"Airflow, Azure, CI/CD, Excel, GCP, Kubernetes, Node.js, Python","AWS, GraphQL, PyTorch, REST, Tableau",Bachelors,3.7,0.0,0.0,0.261,"Airflow, Azure, CI/CD, Excel, GCP, Kubernetes, Node.js, Python"
FIT0183,"AWS, ETL, Excel, JavaScript, Node.js, Power BI, PyTorch","AWS, Airflow, Docker, GCP, JavaScript, Pandas, SQL",Bachelors,5.5,2.0,1.0,0.515,"ETL, Excel, Node.js, Power BI, PyTorch"
FIT0184,"Airflow, Django, Docker, Git, JavaScript, Power BI, Spark","CI/CD, Django, JavaScript, Linux, NumPy, Pandas, Power BI",Bachelors,7.5,3.0,1.0,0.675,"Airflow, Docker, Git, Spark"
FIT0185,"Airflow, Azure, Docker, Git, Node.js, NumPy, Spark, Tableau","Git, GraphQL, Hadoop, NumPy, Python, Scikit-learn, Tableau",Masters,1.9,3.0,1.0,0.567,"Airflow, Azure, Docker, Node.js, Spark"
FIT0186,"Excel, PyTorch, REST, React, SQL","Docker, Excel, Flask, Pandas, PyTorch, SQL",Bachelors,1.4,3.0,0.0,0.492,"REST, React"
FIT0187,,"Git, JavaScript, NumPy, Power BI, Scikit-learn",Bachelors,5.2,1.0,1.0,0.406,"ETL, Excel, Hadoop, Node.js, R, SQL"
FIT0188,"Airflow, Kubernetes, R, REST, SQL, Spark, TypeScript","Airflow, CI/CD, GraphQL, Java, Python, TypeScript",Bachelors,3.5,2.0,1.0,0.455,"Kubernetes, R, REST, SQL, Spark"
FIT0189,"Docker, ETL, GCP, Node.js, Power BI, REST, Spark","Django, Docker, Excel, Flask, Hadoop, Python, Tableau",PhD,2.6,1.0,1.0,0.388,"ETL, GCP, Node.js, Power BI, REST, Spark"
FIT0190,"Django, ETL, Pandas, React, TensorFlow","Django, Flask, Git, GraphQL, JavaScript, NumPy, Spark, TensorFlow",Bachelors,3.9,2.0,1.0,0.467,"ETL, Pandas, React"
fit0191,"docker, flask, javascript, python, r, sql, spark, tensorflow","aws, docker, excel, flask, git, pandas, python, rest, react, scikit-learn",bachelors,4.9,3.0,1.0,0.597,"javascript, r, sql, spark, tensorflow"
FIT0192,"ETL, Excel, Flask, SQL, Scikit-learn, Tableau, TypeScript","Azure, Docker, ETL, GCP, Java, Pandas, Python, REST, SQL",Bachelors,5.4,2.0,1.0,0.512,"Excel, Flask, Scikit-learn, Tableau, TypeScript"
FIT0193,"Docker, ETL, Linux, NumPy, R","Azure, ETL, Excel, Git, GraphQL, Java, Kubernetes, Power BI, SQL, Tableau",Masters,4.4,1.0,1.0,0.442,"Docker, Linux, NumPy, R"
FIT0194,"AWS, Azure, GraphQL, Linux, Python","Airflow, CI/CD, Docker, Excel, GraphQL, Hadoop, Kubernetes, Node.js, Pandas, PyTorch",Bachelors,4.7,1.0,0.0,0.391,"AWS, Azure, Linux, Python"
fit0195,"airflow, kubernetes, linux, pytorch, scikit-learn","aws, django, docker, git, java, kubernetes, linux, tensorflow",none,2.8,2.0,1.0,0.494,"airflow, pytorch, scikit-learn"
FIT0196,"GraphQL, Kubernetes, Linux, Pandas, REST","CI/CD, Django, Linux, Node.js",Bachelors,5.7,1.0,1.0,0.421,"GraphQL, Kubernetes, Pandas, REST"
FIT0197,"CI/CD, Django, Docker, GraphQL, Tableau","CI/CD, Django, GCP, Pandas, R, Spark",Bachelors,3.6,2.0,0.0,0.458,"Docker, GraphQL, Tableau"
FIT0198,"Azure, ETL, GraphQL, JavaScript, Linux, R, TensorFlow, TypeScript","Airflow, CI/CD, GCP, Git, Node.js, PyTorch, Python, React",Bachelors,5.1,0.0,0.0,0.303,"Azure, ETL, GraphQL, JavaScript, Linux, R, TensorFlow, TypeScript"
FIT0199,"CI/CD, JavaScript, Linux, Python, React, TypeScript","GCP, Git, PyTorch, REST",Masters,3.6,0.0,0.0,0.318,"CI/CD, JavaScript, Linux, Python, React, TypeScript"
fit0200,"django, etl, javascript, pytorch, sql, spark, tableau","gcp, hadoop, java, numpy, power bi, r, rest",bachelors,0.0,0.0,0.0,0.15,"django, etl, javascript, pytorch, sql, spark, tableau"
FIT0201,"Airflow, Docker, Linux, Pandas, React, Scikit-learn, TypeScript","AWS, Azure, ETL, Flask, Git, R, REST, SQL, Scikit-learn, TypeScript",Bachelors,4.3,2.0,0.0,0.479,"Airflow, Docker, Linux, Pandas, React"
FIT0202,"Airflow, ETL, Node.js, R, Spark","Azure, Django, Flask, JavaScript, Kubernetes, Linux, React, TypeScript",Masters,1.4,0.0,1.0,0.252,"Airflow, ETL, Node.js, R, Spark"
FIT0203,"Airflow, ETL, Hadoop, Java, Node.js, Pandas, REST","Hadoop, Power BI, Python, SQL",Bachelors,6.3,1.0,1.0,0.439,"Airflow, ETL, Java, Node.js, Pandas, REST"
FIT0204,"Airflow, Azure, CI/CD, GCP, Kubernetes, Node.js, REST","AWS, Airflow, ETL, Flask, PyTorch, REST, React, SQL, Spark",Bachelors,3.0,2.0,1.0,0.44,"Azure, CI/CD, GCP, Kubernetes, Node.js"
FIT0205,"CI/CD, Django, ETL, Hadoop, PyTorch, R, TypeScript","Django, GraphQL, Power BI, PyTorch, R, React, SQL, Tableau",Bachelors,0.7,3.0,1.0,0.471,"CI/CD, ETL, Hadoop, TypeScript"
FIT0206,"Airflow, Azure, JavaScript, Kubernetes, NumPy, Pandas, PyTorch, Spark","CI/CD, Django, Docker, Flask, Git, Node.js, NumPy",Bachelors,4.7,1.0,1.0,0.391,"Airflow, Azure, JavaScript, Kubernetes, Pandas, PyTorch, Spark"
FIT0207,"AWS, Airflow, Azure, GraphQL, Java, Power BI, Python","Airflow, ETL, JavaScript, React, SQL, TensorFlow",Masters,0.5,1.0,1.0,0.325,"AWS, Azure, GraphQL, Java, Power BI, Python"
FIT0208,,"Django, ETL, Excel, Node.js, Python, React, TypeScript",PhD,0.0,1.0,0.0,0.31,"AWS, Flask, GraphQL, Hadoop, Java, Pandas, TensorFlow"
FIT0209,"Docker, Excel, Power BI, R, SQL","AWS, GCP, Git, GraphQL, Power BI, Python, React",Bachelors,4.2,1.0,0.0,0.376,"Docker, Excel, R, SQL"
FIT0210,"Docker, Node.js, Pandas, Power BI, Python","Airflow, CI/CD, Flask, Java, R, SQL, Scikit-learn",Bachelors,1.5,0.0,0.0,0.195,"Docker, Node.js, Pandas, Power BI, Python"
FIT0211,"AWS, Docker, Pandas, React, Scikit-learn","AWS, CI/CD, Docker, Flask, JavaScript, Pandas, React, SQL, Scikit-learn",Bachelors,5.2,5.0,1.0,0.806,
FIT0212,"AWS, ETL, GCP, NumPy, TypeScript","Azure, Django, ETL, Node.js, Pandas, SQL, TensorFlow, TypeScript",Masters,3.3,2.0,0.0,0.509,"AWS, GCP, NumPy"
FIT0213,"AWS, Django, ETL, Git, GraphQL, TensorFlow","Airflow, CI/CD, Flask, GCP, Kubernetes, Pandas, PyTorch",Masters,4.9,0.0,0.0,,"AWS, Django, ETL, Git, GraphQL, TensorFlow"
FIT0214,"Excel, GraphQL, Java, Node.js, NumPy, Pandas, PyTorch, Tableau","Git, Kubernetes, Node.js, PyTorch, TypeScript",Bachelors,0.6,2.0,1.0,0.368,"Excel, GraphQL, Java, NumPy, Pandas, Tableau"
FIT0215,"Airflow, Azure, CI/CD, Flask, Hadoop, JavaScript, TypeScript","Azure, Django, Java, React, TensorFlow",Masters,2.9,1.0,1.0,0.397,"Airflow, CI/CD, Flask, Hadoop, JavaScript, TypeScript"
FIT0216,"CI/CD, Linux, R, REST, SQL, TensorFlow","AWS, Linux, Pandas, Scikit-learn, TypeScript",Masters,2.2,1.0,1.0,0.376,"CI/CD, R, REST, SQL, TensorFlow"
FIT0217,"Azure, ETL, GraphQL, JavaScript, Node.js","Airflow, ETL, Excel, Kubernetes, Tableau, TensorFlow",Masters,0.8,1.0,0.0,0.334,"Azure, GraphQL, JavaScript, Node.js"
FIT0218,"Docker, Git, GraphQL, Java, Kubernetes, Power BI, TypeScript","Airflow, ETL, Node.js, Power BI",Masters,1.9,1.0,0.0,0.367,"Docker, Git, GraphQL, Java, Kubernetes, TypeScript"
FIT0219,"Airflow, JavaScript, Node.js, PyTorch, R, Scikit-learn, Tableau","Django, Java, NumPy, R",,5.5,1.0,1.0,0.475,"Airflow, JavaScript, Node.js, PyTorch, Scikit-learn, Tableau"
FIT0220,,"Azure, ETL, NumPy, REST, TypeScript",Bachelors,2.6,0.0,0.0,0.228,"Django, Excel, Flask, Kubernetes, R"
FIT0221,"Azure, CI/CD, Hadoop, JavaScript, Node.js, R, TensorFlow, TypeScript","GCP, Hadoop, Kubernetes, Python, SQL",Masters,5.0,1.0,1.0,0.46,"Azure, CI/CD, JavaScript, Node.js, R, TensorFlow, TypeScript"
FIT0222,"Airflow, Excel, Kubernetes, Pandas, Python, Tableau","Azure, GraphQL, Hadoop, Java, TensorFlow",Masters,2.6,0.0,,0.288,"Airflow, Excel, Kubernetes, Pandas, Python, Tableau"
FIT0223,"AWS, Airflow, Azure, GraphQL, JavaScript, Node.js, TensorFlow","ETL, GCP, Spark, Tableau, TensorFlow",Masters,3.6,1.0,1.0,0.418,"AWS, Airflow, Azure, GraphQL, JavaScript, Node.js"
FIT0224,"CI/CD, GCP, GraphQL, Linux, Node.js, SQL","ETL, Linux, Pandas, Power BI, Python, React, Scikit-learn, Spark, TensorFlow, TypeScript",Masters,1.4,1.0,,0.352,"CI/CD, GCP, GraphQL, Node.js, SQL"
FIT0225,"Azure, Flask, Node.js, Pandas, R, SQL, Spark, TypeScript","AWS, Airflow, Java, PyTorch, R, React, SQL, Tableau",Masters,5.0,2.0,0.0,0.56,"Azure, Flask, Node.js, Pandas, Spark, TypeScript"
FIT0226,"AWS, Hadoop, JavaScript, Tableau, TensorFlow","Airflow, Azure, Excel, GCP, Git, JavaScript, Pandas, Scikit-learn, Spark, Tableau",Bachelors,3.3,2.0,0.0,0.449,"AWS, Hadoop, TensorFlow"
FIT0227,"AWS, CI/CD, Excel, Git, Linux, Power BI, Spark, Tableau","Airflow, Flask, GraphQL, Power BI, PyTorch, Python, REST, SQL, TensorFlow",Bachelors,5.9,1.0,1.0,0.427,"AWS, CI/CD, Excel, Git, Linux, Spark, Tableau"
FIT0228,"Azure, Docker, Excel, Flask, GraphQL, Linux, React","AWS, Hadoop, Node.js, Pandas, R, Scikit-learn, TensorFlow",Masters,3.4,0.0,0.0,0.312,"Azure, Docker, Excel, Flask, GraphQL, Linux, React"
FIT0229,"AWS, Azure, Flask, GCP, PyTorch","ETL, GCP, Git, Java, Kubernetes, Linux, Node.js, SQL, Spark",Bachelors,1.7,1.0,1.0,0.301,"AWS, Azure, Flask, PyTorch"
FIT0230,"Azure, Flask, Git, React, Scikit-learn, Tableau","Airflow, ETL, JavaScript, PyTorch, SQL, Scikit-learn",Bachelors,0.0,1.0,0.0,0.25,"Azure, Flask, Git, React, Tableau"
FIT0231,"Airflow, ETL, Git, REST, React, SQL, Tableau, TypeScript","GCP, Java, PyTorch, R",Bachelors,2.4,,1.0,0.222,"Airflow, ETL, Git, REST, React, SQL, Tableau, TypeScript"
FIT0232,"Airflow, Linux, Pandas, Power BI, PyTorch, Scikit-learn, Spark, TensorFlow","AWS, Azure, Django, Git, Java, JavaScript, PyTorch, Scikit-learn",Masters,5.4,2.0,0.0,0.572,"Airflow, Linux, Pandas, Power BI, Spark, TensorFlow"
FIT0233,"Azure, Django, Flask, JavaScript, NumPy","Airflow, Azure, CI/CD, Excel, Hadoop, Node.js, NumPy, R, TensorFlow, TypeScript",Bachelors,5.0,2.0,0.0,0.5,"Django, Flask, JavaScript"
FIT0234,"Airflow, Azure, Excel, Java, Linux, Power BI, Spark, TypeScript","Linux, Pandas, R, SQL",Bachelors,5.7,1.0,0.0,0.421,"Airflow, Azure, Excel, Java, Power BI, Spark, TypeScript"
FIT0235,"Azure, Django, Flask, Node.js, PyTorch, Python","Airflow, Azure, Docker, Flask, GraphQL, Hadoop, Java, React, Spark, TensorFlow",Bachelors,5.6,2.0,1.0,0.518,"Django, Node.js, PyTorch, Python"
FIT0236,"CI/CD, Docker, Excel, Java, PyTorch, R, Scikit-learn","Excel, Flask, Kubernetes, Node.js, NumPy, R, REST, TensorFlow",Bachelors,3.6,2.0,0.0,0.458,"CI/CD, Docker, Java, PyTorch, Scikit-learn"
FIT0237,"Django, GraphQL, Hadoop, Linux, Pandas, PyTorch, R","CI/CD, Flask, GCP, Linux, Node.js, Pandas, Scikit-learn, Spark, Tableau",Masters,4.3,2.0,0.0,0.539,"Django, GraphQL, Hadoop, PyTorch, R"
FIT0238,"Azure, Django, Flask, NumPy, Python, SQL, TypeScript","Django, ETL, NumPy, React, SQL",Bachelors,2.3,3.0,0.0,0.519,"Azure, Flask, Python, TypeScript"
FIT0239,"Flask, GraphQL, Kubernetes, Pandas, Power BI, Scikit-learn, Spark, TensorFlow","Java, NumPy, Pandas, Power BI, React, Spark",Bachelors,5.0,3.0,1.0,0.6,"Flask, GraphQL, Kubernetes, Scikit-learn, TensorFlow"
FIT0240,"Docker, Git, SQL, Scikit-learn, TypeScript",,Bachelors,2.1,1.0,0.0,0.313,"Docker, Git, Scikit-learn, TypeScript"
FIT0241,"Azure, Docker, Git, GraphQL, Hadoop, JavaScript, Python, Tableau","CI/CD, GCP, Git, Java, Kubernetes, Linux, Node.js, R, TypeScript",Bachelors,0.3,1.0,0.0,0.259,"Azure, Docker, GraphQL, Hadoop, JavaScript, Python, Tableau"
FIT0242,"AWS, Airflow, Django, GCP, Hadoop, React, Tableau, TypeScript","Airflow, Docker, Pandas, SQL, Spark, Tableau",Masters,6.3,2.0,1.0,0.599,"AWS, Django, GCP, Hadoop, React, TypeScript"
FIT0243,"Docker, Hadoop, Kubernetes, Linux, NumPy, Python, Scikit-learn","Azure, Django, ETL, Git, GraphQL, Kubernetes, PyTorch, R, REST",Bachelors,4.7,1.0,1.0,0.391,"Docker, Hadoop, Linux, NumPy, Python, Scikit-learn"
FIT0244,"Django, ETL, Excel, GraphQL, Kubernetes, NumPy, SQL, Scikit-learn","Excel, Flask, Git, Kubernetes, NumPy, Power BI, PyTorch, REST, Spark",PhD,3.8,3.0,1.0,0.624,"Django, ETL, GraphQL, SQL, Scikit-learn"
